agent_x,agent_y,agent_dir,goal_pos,goal_name,action,reward
1,4,north,"(1, 1)",no_key,TOGGLE,-0.001
1,4,north,"(1, 1)",no_key,LEFT,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,FORWARD,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,RIGHT,-0.001
1,4,north,"(1, 1)",no_key,RIGHT,-0.001
1,4,est,"(1, 1)",no_key,TOGGLE,-0.001
1,4,est,"(1, 1)",no_key,LEFT,-0.001
1,4,north,"(1, 1)",no_key,TOGGLE,-0.001
1,4,north,"(1, 1)",no_key,TOGGLE,-0.001
1,4,north,"(1, 1)",no_key,DROP,-0.001
1,4,north,"(1, 1)",no_key,LEFT,-0.001
1,4,west,"(1, 1)",no_key,DROP,-0.001
1,4,west,"(1, 1)",no_key,PICKUP,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,LEFT,-0.001
1,4,est,"(1, 1)",no_key,LEFT,-0.001
1,4,north,"(1, 1)",no_key,RIGHT,-0.001
1,4,est,"(1, 1)",no_key,RIGHT,-0.001
1,4,sud,"(1, 1)",no_key,DROP,-0.001
1,4,sud,"(1, 1)",no_key,DROP,-0.001
1,4,sud,"(1, 1)",no_key,LEFT,-0.001
1,4,est,"(1, 1)",no_key,DROP,-0.001
1,4,est,"(1, 1)",no_key,RIGHT,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,DROP,-0.001
1,4,sud,"(1, 1)",no_key,PICKUP,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,PICKUP,-0.001
1,4,west,"(1, 1)",no_key,DROP,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,DONE,-0.001
1,4,sud,"(1, 1)",no_key,DONE,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,TOGGLE,-0.001
1,4,west,"(1, 1)",no_key,PICKUP,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,RIGHT,-0.001
1,4,north,"(1, 1)",no_key,RIGHT,-0.001
1,4,est,"(1, 1)",no_key,DONE,-0.001
1,4,est,"(1, 1)",no_key,FORWARD,-0.001
1,4,est,"(1, 1)",no_key,LEFT,-0.001
1,4,north,"(1, 1)",no_key,LEFT,-0.001
1,4,west,"(1, 1)",no_key,PICKUP,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,FORWARD,-0.001
1,4,sud,"(1, 1)",no_key,DONE,-0.001
1,4,sud,"(1, 1)",no_key,FORWARD,-0.001
1,4,sud,"(1, 1)",no_key,DROP,-0.001
1,4,sud,"(1, 1)",no_key,FORWARD,-0.001
1,4,sud,"(1, 1)",no_key,DONE,-0.001
1,4,sud,"(1, 1)",no_key,LEFT,-0.001
1,4,est,"(1, 1)",no_key,TOGGLE,-0.001
1,4,est,"(1, 1)",no_key,PICKUP,-0.001
1,4,est,"(1, 1)",no_key,DROP,-0.001
1,4,est,"(1, 1)",no_key,LEFT,-0.001
1,4,north,"(1, 1)",no_key,PICKUP,-0.001
1,4,north,"(1, 1)",no_key,LEFT,-0.001
1,4,west,"(1, 1)",no_key,DROP,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,TOGGLE,-0.001
1,4,west,"(1, 1)",no_key,DROP,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,DROP,-0.001
1,4,west,"(1, 1)",no_key,RIGHT,-0.001
1,4,north,"(1, 1)",no_key,TOGGLE,-0.001
1,4,north,"(1, 1)",no_key,LEFT,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,DONE,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,PICKUP,-0.001
1,4,sud,"(1, 1)",no_key,FORWARD,-0.001
1,4,sud,"(1, 1)",no_key,PICKUP,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,DONE,-0.001
1,4,sud,"(1, 1)",no_key,FORWARD,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,RIGHT,-0.001
1,4,north,"(1, 1)",no_key,TOGGLE,-0.001
1,4,north,"(1, 1)",no_key,FORWARD,0.061
1,3,north,"(1, 1)",no_key,TOGGLE,-0.001
1,3,north,"(1, 1)",no_key,TOGGLE,-0.001
1,3,north,"(1, 1)",no_key,TOGGLE,-0.001
1,3,north,"(1, 1)",no_key,LEFT,-0.001
1,3,west,"(1, 1)",no_key,DROP,-0.001
1,3,west,"(1, 1)",no_key,TOGGLE,-0.001
1,3,west,"(1, 1)",no_key,RIGHT,-0.001
1,3,north,"(1, 1)",no_key,DROP,-0.001
1,3,north,"(1, 1)",no_key,TOGGLE,-0.001
1,3,north,"(1, 1)",no_key,RIGHT,-0.001
1,3,est,"(1, 1)",no_key,RIGHT,-0.001
1,3,sud,"(1, 1)",no_key,PICKUP,-0.001
1,3,sud,"(1, 1)",no_key,PICKUP,-0.001
1,3,sud,"(1, 1)",no_key,FORWARD,-0.071667
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,TOGGLE,-0.001
1,4,sud,"(1, 1)",no_key,DROP,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,TOGGLE,-0.001
1,4,west,"(1, 1)",no_key,FORWARD,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
1,4,west,"(1, 1)",no_key,LEFT,-0.001
1,4,sud,"(1, 1)",no_key,RIGHT,-0.001
1,4,west,"(1, 1)",no_key,DONE,-0.001
